JENO,DR_sum,CR_sum,Differ
20170227355,88000,88000,0
20170227356,88000,88000,0
20170227357,28000,28000,0
20170227358,33000,33000,0
20170227359,33000,33000,0
20170227360,55000,55000,0
20170227361,110000,110000,0
20170227362,44000,44000,0
20170227363,66000,66000,0
20170227364,33000,33000,0
20170227365,55000,55000,0
20170227366,120000,120000,0
20170227367,66000,66000,0
20170227368,66000,66000,0
20170227369,33000,33000,0
20170227370,154000,154000,0
20170227371,55000,55000,0
20170227372,66000,66000,0
20170227373,88000,88000,0
20170227374,44000,44000,0
20170227375,33000,33000,0
20170227376,44000,44000,0
20170227377,44000,44000,0
20170227378,22000,22000,0
20170227379,44000,44000,0
20170227380,44000,44000,0
20170227381,66000,66000,0
20170227382,44000,44000,0
20170227383,88000,88000,0
20170227384,88000,88000,0
20170227385,88000,88000,0
20170227386,22000,22000,0
20170227387,77000,77000,0
20170227388,66000,66000,0
20170227389,99000,99000,0
20170227390,66000,66000,0
20170227391,77000,77000,0
20170227392,33000,33000,0
20170227393,66000,66000,0
20170227394,33000,33000,0
20170227395,66000,66000,0
20170227396,44000,44000,0
20170227397,33000,33000,0
20170227398,33000,33000,0
20170227399,66000,66000,0
20170227400,44000,44000,0
20170227401,44000,44000,0
20170227402,33000,33000,0
20170227403,132000,132000,0
20170227404,44000,44000,0
20170227405,22000,22000,0
20170227406,44000,44000,0
20170227407,44000,44000,0
20170227408,44000,44000,0
20170227409,44000,44000,0
20170227410,44000,44000,0
20170227411,220000,220000,0
20170227412,44000,44000,0
20170227413,44000,44000,0
20170227414,44000,44000,0
20170227415,33000,33000,0
20170227416,44000,44000,0
20170227417,25000,25000,0
20170227418,33000,33000,0
20170227419,44000,44000,0
20170227420,44000,44000,0
20170227421,44000,44000,0
20170227422,44000,44000,0
20170227423,44000,44000,0
20170227424,44000,44000,0
20170227425,44000,44000,0
20170227426,44000,44000,0
20170227427,44000,44000,0
20170227428,66000,66000,0
20170227429,66000,66000,0
20170227430,22000,22000,0
20170227431,27500,27500,0
20170227432,11000,11000,0
20170227433,55000,55000,0
20170227434,44000,44000,0
20170227435,33000,33000,0
20170227436,44000,44000,0
20170227437,33000,33000,0
20170227438,44000,44000,0
20170227439,33000,33000,0
20170227440,44000,44000,0
20170227441,33000,33000,0
20170227442,99000,99000,0
20170227443,44000,44000,0
20170227444,44000,44000,0
20170227445,66000,66000,0
20170227446,44000,44000,0
20170227447,55000,55000,0
20170227448,44000,44000,0
20170227449,66000,66000,0
20170227450,66000,66000,0
20170227451,22000,22000,0
20170227452,55000,55000,0
20170227453,70000,70000,0
20170227454,33000,33000,0
20170227455,55000,55000,0
20170227456,55000,55000,0
20170227457,30000,30000,0
20170227458,33000,33000,0
20170227459,66000,66000,0
20170227460,33000,33000,0
20170227461,44000,44000,0
20170227462,44000,44000,0
20170227463,33000,33000,0
20170227464,30000,30000,0
20170227465,44000,44000,0
20170227466,77000,77000,0
20170227467,150000,150000,0
20170227468,77000,77000,0
20170227469,150000,150000,0
20170227470,44000,44000,0
20170227471,220000,220000,0
20170227472,77000,77000,0
20170227473,220000,220000,0
20170227474,110000,110000,0
20170227475,99000,99000,0
20170227476,44000,44000,0
20170227477,66000,66000,0
20170227478,44000,44000,0
20170227479,77000,77000,0
20170227480,220000,220000,0
20170227481,44000,44000,0
20170227482,66000,66000,0
20170227483,88000,88000,0
20170227484,132000,132000,0
20170227485,33000,33000,0
20170227486,66000,66000,0
20170227487,88000,88000,0
20170227488,66000,66000,0
20170227489,220000,220000,0
20170227490,99000,99000,0
20170227491,88000,88000,0
20170227492,44000,44000,0
20170227493,143000,143000,0
20170227494,132000,132000,0
20170227495,44000,44000,0
20170227496,99000,99000,0
20170227497,242000,242000,0
20170227498,33000,33000,0
20170227499,88000,88000,0
20170227500,55000,55000,0
20170227501,44000,44000,0
20170227502,55000,55000,0
20170227503,66000,66000,0
20170227504,66000,66000,0
20170227505,66000,66000,0
20170227506,33000,33000,0
20170227507,165000,165000,0
20170227508,99000,99000,0
20170227509,44000,44000,0
20170227510,88000,88000,0
20170227511,55000,55000,0
20170227512,66000,66000,0
20170227513,99000,99000,0
20170227514,22000,22000,0
20170227515,66000,66000,0
20170227516,110000,110000,0
20170227517,44000,44000,0
20170227518,44000,44000,0
20170227519,66000,66000,0
20170227520,176000,176000,0
20170227521,55000,55000,0
20170227522,88000,88000,0
20170227523,110000,110000,0
20170227524,77000,77000,0
20170227525,88000,88000,0
20170227526,66000,66000,0
20170227527,66000,66000,0
20170227528,44000,44000,0
20170227529,44000,44000,0
20170227530,55000,55000,0
20170227531,88000,88000,0
20170227532,33000,33000,0
20170227533,55000,55000,0
20170227534,70000,70000,0
20170227535,99000,99000,0
20170227536,44000,44000,0
20170227537,165000,165000,0
20170227538,44000,44000,0
20170227539,9790,9790,0
20170227540,36135,36135,0
20170227541,48510,48510,0
20170227542,9790,9790,0
20170227543,316635,316635,0
20170227544,270270,270270,0
20170227545,9790,9790,0
20170227546,9790,9790,0
20170227547,9790,9790,0
20170227548,124410,124410,0
20170227549,9790,9790,0
20170227550,9790,9790,0
20170227551,9790,9790,0
20170227552,53625,53625,0
20170227553,519200,519200,0
20170227554,126720,126720,0
20170227555,9790,9790,0
20170227556,9790,9790,0
20170227557,3664929,3664929,0
20170227558,5000000,5000000,0
20170227559,1600000,1600000,0
20170227560,237600,237600,0
20170227561,1181000,1181000,0
20170227562,66000,66000,0
20170227563,220000,220000,0
20170227564,165000,165000,0
20170227565,2420000,2420000,0
20170227566,60500,60500,0
20170227567,2332000,2332000,0
20170227568,230000,230000,0
20170227569,33959110,33959110,0
20170227570,770000,770000,0
20170227571,1100000,1100000,0
20170227572,55000,55000,0
20170227573,346500,346500,0
20170227574,80000,80000,0
20170227575,70920000,70920000,0
20170227577,66000,66000,0
20170227578,3600000,3600000,0
20170227579,61050,61050,0
20170227580,1452000,1452000,0
20170227581,9790,9790,0
20170227582,330000,330000,0
20170228100,262960,262960,0
20170228101,101300,101300,0
20170228102,15000,15000,0
20170228103,13800,13800,0
20170228104,193000,193000,0
20170228105,1170000,1170000,0
20170228106,238640,238640,0
20170228107,0,0,0
20170228108,0,0,0
20170228109,27500,27500,0
20170228110,120600,120600,0
20170228111,10000,10000,0
20170228112,10000,10000,0
20170228113,-210370,-210370,0
20170228114,-589293,-589293,0
20170228115,517000,517000,0
20170228117,200000,200000,0
20170228118,42800,42800,0
20170228119,195800,195800,0
20170228120,55500,55500,0
20170228122,600000,600000,0
20170228123,178260,178260,0
20170228125,484000,484000,0
20170228126,1400000,1400000,0
20170228127,9800,9800,0
20170228128,64000,64000,0
20170228129,616000,616000,0
20170228130,16790,16790,0
20170228131,165000,165000,0
20170228132,19960,19960,0
20170228133,1042300,1042300,0
20170228134,660000,660000,0
20170228135,686070,686070,0
20170228136,330000,330000,0
20170228137,100000,100000,0
20170228138,220000,220000,0
20170228139,32450,32450,0
20170228140,561000,561000,0
20170228141,330000,330000,0
20170228142,770000,770000,0
20170228143,80000,80000,0
20170228144,50000,50000,0
20170228145,88000,88000,0
20170228146,159600,159600,0
20170228147,125200,125200,0
20170228148,32800,32800,0
20170228149,20600,20600,0
20170228150,290000,290000,0
20170228151,58300,58300,0
20170228152,30000,30000,0
20170228153,550000,550000,0
20170228154,9500,9500,0
20170228155,170000,170000,0
20170228156,52000,52000,0
20170228157,479650,479650,0
20170228158,300000,300000,0
20170228159,115800000,115800000,0
20170228160,168000,168000,0
20170228161,2015900,2015900,0
20170228162,3000000,3000000,0
20170228163,470800,470800,0
20170228164,7960,7960,0
20170228166,4400,4400,0
20170228167,39000,39000,0
20170228168,227756,227756,0
20170228169,69000,69000,0
20170228170,0,0,0
20170228171,210000,210000,0
20170228172,1057100,1057100,0
20170228173,66000,66000,0
20170228174,33000,33000,0
20170228175,1959452,1959452,0
20170228176,668745,668745,0
20170228177,1074282,1074282,0
20170228178,2376121,2376121,0
20170228179,1100000,1100000,0
20170228180,11000,11000,0
20170228181,594000,594000,0
20170228182,1100000,1100000,0
20170228183,275000,275000,0
20170228184,176000,176000,0
20170228185,62900,62900,0
20170228186,31900,31900,0
20170228187,114000,114000,0
20170228188,16000,16000,0
20170228189,124000,124000,0
20170228190,154500,154500,0
20170228191,1418626,1418626,0
20170228192,216000,216000,0
20170228193,605000,605000,0
20170228194,55000,55000,0
20170228195,77000,77000,0
20170228196,65890,65890,0
20170228197,149600,149600,0
20170228198,660000,660000,0
20170228199,77000,77000,0
20170228200,340651,340651,0
20170228201,130974,130974,0
20170228202,1968120,1968120,0
20170228203,10309200,10309200,0
20170228204,12106380,12106380,0
20170228205,38090800,38090800,0
20170228206,15000,15000,0
20170228207,550000,550000,0
20170228208,369600,369600,0
20170228209,270270,270270,0
20170228210,1925000,1925000,0
20170228211,31900,31900,0
20170228212,34500,34500,0
20170228213,562600,562600,0
20170228214,6400,6400,0
20170228215,1060190,1060190,0
20170228216,2003340,2003340,0
20170228217,18090,18090,0
20170228218,80000,80000,0
20170228219,150700,150700,0
20170228220,167820,167820,0
20170228221,89000,89000,0
20170228222,30000,30000,0
20170228223,103800,103800,0
20170228224,303300,303300,0
20170228225,3482610,3482610,0
20170228226,968000,968000,0
20170228227,990000,990000,0
20170228228,660000,660000,0
20170228229,600000,600000,0
20170228230,660000,660000,0
20170228231,931700,931700,0
20170228232,990000,990000,0
20170228233,880000,880000,0
20170228234,880000,880000,0
20170228235,1387500,1387500,0
20170228236,3602340,3602340,0
20170228237,3415250,3415250,0
20170228238,5164360,5164360,0
20170228239,3670000,3670000,0
20170228240,2478050,2478050,0
20170228241,3670000,3670000,0
20170228242,4617765,4617765,0
20170228243,3653100,3653100,0
20170228244,2077063,2077063,0
20170228245,1112893,1112893,0
20170228246,550000,550000,0
20170228247,440000,440000,0
20170228248,165000,165000,0
20170228249,250000,250000,0
20170228250,552475,552475,0
20170228251,275000,275000,0
20170228252,250000,250000,0
20170228253,990000,990000,0
20170228254,220000,220000,0
20170228255,120000,120000,0
20170228256,250000,250000,0
20170228257,1265000,1265000,0
20170228258,200000,200000,0
20170228259,220000,220000,0
20170228260,220000,220000,0
20170228261,250000,250000,0
20170228262,220000,220000,0
20170228263,200000,200000,0
20170228264,283000,283000,0
20170228265,770000,770000,0
20170228266,220000,220000,0
20170228267,363000,363000,0
20170228268,275000,275000,0
20170228269,231000,231000,0
20170228270,209000,209000,0
20170228271,330000,330000,0
20170228272,242000,242000,0
20170228273,229166,229166,0
20170228274,253000,253000,0
20170228275,220000,220000,0
20170228276,242000,242000,0
20170228277,121000,121000,0
20170228278,187000,187000,0
20170228279,330000,330000,0
20170228280,220000,220000,0
20170228281,121000,121000,0
20170228282,275000,275000,0
20170228283,183333,183333,0
20170228284,450000,450000,0
20170228285,250000,250000,0
20170228286,200000,200000,0
20170228287,220000,220000,0
20170228288,275000,275000,0
20170228289,220000,220000,0
20170228290,220000,220000,0
20170228291,66000,66000,0
20170228292,715000,715000,0
20170228293,66000,66000,0
20170228294,440000,440000,0
20170228295,88000,88000,0
20170228296,66000,66000,0
20170228297,495000,495000,0
20170228298,693000,693000,0
20170228299,66000,66000,0
20170228300,20769650,20769650,0
20170228301,14988150,14988150,0
20170228302,17039700,17039700,0
20170228303,14199750,14199750,0
20170228304,70720000,70720000,0
20170228305,4750000,4750000,0
20170228306,14000000,14000000,0
20170228307,605000,605000,0
20170228308,88000,88000,0
20170228309,179000,179000,0
20170228310,60000,60000,0
20170228311,90900,90900,0
20170228312,153000,153000,0
20170228313,52500,52500,0
20170228314,1400,1400,0
20170228315,67000,67000,0
20170228316,64000,64000,0
20170228317,67000,67000,0
20170228318,58000,58000,0
20170228319,88800,88800,0
20170228320,871200,871200,0
20170228321,68020,68020,0
20170228322,96400,96400,0
20170228323,93550,93550,0
20170228324,110000,110000,0
20170228325,726000,726000,0
20170228326,8400,8400,0
20170228327,45100,45100,0
20170228328,557040,557040,0
20170228329,19250,19250,0
20170228330,7840,7840,0
20170228331,297390,297390,0
20170228332,385000,385000,0
20170228333,655000,655000,0
20170228334,1450,1450,0
20170228335,80220,80220,0
20170228336,287500,287500,0
20170228337,44000,44000,0
20170228338,462910,462910,0
20170228339,4950000,4950000,0
20170228340,57470,57470,0
20170228341,150000,150000,0
20170228342,103600,103600,0
20170228343,200404,200404,0
20170228344,200404,200404,0
20170228345,27000,27000,0
20170228346,173000,173000,0
20170228347,75300,75300,0
20170228348,44000,44000,0
20170228349,12500,12500,0
20170228350,87800,87800,0
20170228351,27120,27120,0
20170228352,44000,44000,0
20170228353,15978600,15978600,0
20170228354,433840,433840,0
20170228355,24300,24300,0
20170228356,35200,35200,0
20170228357,30800000,30800000,0
20170228358,121220,121220,0
20170228359,4000,4000,0
20170228360,82960,82960,0
20170228361,106200,106200,0
20170228362,47600,47600,0
20170228363,32600,32600,0
20170228364,224590,224590,0
20170228365,326850,326850,0
20170228366,9930000,9930000,0
20170228367,3806000,3806000,0
20170228368,440000,440000,0
20170228369,8833000,8833000,0
20170228370,2140,2140,0
20170228371,10240,10240,0
20170228372,77300,77300,0
20170228373,89720,89720,0
20170228374,50000,50000,0
20170228375,19900,19900,0
20170228376,114000,114000,0
20170228377,370000,370000,0
20170228378,350000,350000,0
20170228379,32500,32500,0
20170228380,27780,27780,0
20170228381,48600,48600,0
20170228382,23300,23300,0
20170228383,23800,23800,0
20170228384,116000,116000,0
20170228385,19000,19000,0
20170228386,68000,68000,0
20170228387,33600,33600,0
20170228388,63900,63900,0
20170228389,21000,21000,0
20170228390,121000,121000,0
20170228391,11000,11000,0
20170228392,22000,22000,0
20170228393,627000,627000,0
20170228394,110000,110000,0
20170228395,55000,55000,0
20170228396,55000,55000,0
20170228397,55000,55000,0
20170228398,24000,24000,0
20170228399,10300,10300,0
20170228400,4600,4600,0
20170228401,10700,10700,0
20170228402,5000,5000,0
20170228403,201600,201600,0
20170228404,204750,204750,0
20170228405,151000,151000,0
20170228406,134800,134800,0
20170228407,359200,359200,0
20170228408,269400,269400,0
20170228409,235600,235600,0
20170228410,116000,116000,0
20170228411,92200,92200,0
20170228412,135700,135700,0
20170228413,36000,36000,0
20170228414,152000,152000,0
20170228415,7700000,7700000,0
20170228416,7000000,7000000,0
20170228417,38300,38300,0
20170228418,57000,57000,0
20170228419,31000,31000,0
20170228420,1206310,1206310,0
20170228421,30000,30000,0
20170228422,50000,50000,0
20170228423,50000,50000,0
20170228424,235000,235000,0
20170228425,33000,33000,0
20170228426,9300,9300,0
20170228427,36900,36900,0
20170228428,22400,22400,0
20170228429,4000,4000,0
20170228430,43300,43300,0
20170228431,405400,405400,0
20170228432,5000,5000,0
20170228433,37210,37210,0
20170228434,754880,754880,0
20170228435,363000,363000,0
20170228436,86213,86213,0
20170228437,429000,429000,0
20170228438,33000,33000,0
20170228439,289700,289700,0
20170228440,517000,517000,0
20170228441,65000,65000,0
20170228442,143000,143000,0
20170228443,179700,179700,0
20170228444,27500,27500,0
20170228445,270000,270000,0
20170228446,88600,88600,0
20170228447,246069,246069,0
20170228448,63580,63580,0
20170228449,12680600,12680600,0
20170228451,2462900,2462900,0
20170228452,1584000,1584000,0
20170228454,39100,39100,0
20170228455,27000,27000,0
20170228456,95000,95000,0
20170228457,135600,135600,0
20170228458,5830000,5830000,0
20170228459,8800000,8800000,0
20170228460,8030000,8030000,0
20170228461,13200000,13200000,0
20170228462,7150000,7150000,0
20170228463,19030000,19030000,0
20170228464,467077295,467077295,0
20170228465,4290000,4290000,0
20170228466,5060000,5060000,0
20170228467,14469000,14469000,0
20170228468,167200,167200,0
20170228469,184800,184800,0
20170228470,770000,770000,0
20170228471,1265000,1265000,0
20170228472,440000,440000,0
20170228473,220000,220000,0
20170228474,198000,198000,0
20170228475,7058700,7058700,0
20170228476,13410000,13410000,0
20170228477,61857081,61857081,0
20170228478,1100000,1100000,0
20170228479,800000,800000,0
20170228480,440000,440000,0
20170228481,150000,150000,0
20170228482,1210000,1210000,0
20170228483,143000,143000,0
20170228484,825000,825000,0
20170228485,57200,57200,0
20170228486,44000,44000,0
20170228487,855800,855800,0
20170228488,6000,6000,0
20170228490,39700,39700,0
20170228491,38700,38700,0
20170228495,13650,13650,0
20170228496,184000,184000,0
20170228497,4600,4600,0
20170228498,32000,32000,0
20170228499,5240,5240,0
20170228500,15000,15000,0
20170228501,2050,2050,0
20170228502,39300,39300,0
20170228503,1350,1350,0
20170228504,184900,184900,0
20170228505,28500,28500,0
20170228506,48400,48400,0
20170228507,146600,146600,0
20170228508,195420,195420,0
20170228509,216000,216000,0
20170228510,202130,202130,0
20170228511,46400,46400,0
20170228512,449000,449000,0
20170228513,114030,114030,0
20170228514,653500,653500,0
20170228515,6890,6890,0
20170228516,136000,136000,0
20170228517,60780,60780,0
20170228518,902000,902000,0
20170228519,249800,249800,0
20170228521,62474500,62474500,0
20170228522,30800000,30800000,0
20170228523,176120,176120,0
20170228524,-290400,-290400,0
20170228526,3125000,3125000,0
20170228527,0,0,0
20170228528,7140000,7140000,0
20170228531,1500000,1500000,0
20170228532,1500000,1500000,0
20170228533,1500000,1500000,0
20170228534,2000000,2000000,0
20170228535,435600,435600,0
20170228536,435600,435600,0
20170228537,435600,435600,0
20170228538,990000,990000,0
20170228539,726000,726000,0
20170228540,82500,82500,0
20170228541,435600,435600,0
20170228542,3810400,3810400,0
20170228543,5100,5100,0
20170228545,44000,44000,0
20170228546,20090000,20090000,0
20170228547,1400000,1400000,0
20170228548,0,0,0
20170228549,16724250,16724250,0
20170228550,16829440,16829440,0
20170228551,26611280,26611280,0
20170228552,18985710,18985710,0
20170228553,16829440,16829440,0
20170228554,17303130,17303130,0
20170228555,1188000,1188000,0
20170228556,495000,495000,0
20170228557,3773000,3773000,0
20170228558,30292990,30292990,0
20170228559,25244160,25244160,0
20170228560,26506360,26506360,0
20170228561,15549600,15549600,0
20170228562,150000,150000,0
20170228563,240000,240000,0
20170228564,171600,171600,0
20170228565,2323200,2323200,0
20170228566,1760000,1760000,0
20170228567,435600,435600,0
20170228568,435600,435600,0
20170228569,1050000,1050000,0
20170228570,940500,940500,0
20170228571,1584000,1584000,0
20170228572,36300,36300,0
20170228573,2203850,2203850,0
20170228574,60500,60500,0
20170228575,148500,148500,0
20170228576,550000,550000,0
20170228577,16140000,16140000,0
20170228578,500000000,500000000,0
20170228579,304320000,304320000,0
20170228582,59480387,59480387,0
20170228584,1320000,1320000,0
20170228585,28542893,28542893,0
20170228586,30618246,30618246,0
20170228590,87010230,87010230,0
20170228591,86200410,86200410,0
20170228592,81514780,81514780,0
20170228593,3182000,3182000,0
20170228594,3226665,3226665,0
20170228595,2332000,2332000,0
20170228596,14139356,14139356,0
20170228598,2264496,2264496,0
20170228600,1100000,1100000,0
20170228601,715000,715000,0
20170228602,1089000,1089000,0
20170228604,10770760,10770760,0
20170228605,3752500,3752500,0
20170228606,18000000,18000000,0
20170228607,880000,880000,0
20170228608,44336,44336,0
20170228609,201880,201880,0
20170228610,550000,550000,0
20170228611,4095000,4095000,0
20170228612,27500000,27500000,0
20170228617,77500,77500,0
20170228618,35400,35400,0
20170228619,20000,20000,0
20170228620,26100,26100,0
20170228621,16000000,16000000,0
20170228622,367000,367000,0
20170228623,248600,248600,0
20170228624,68500,68500,0
20170228625,3000,3000,0
20170228626,70400,70400,0
20170228627,90000,90000,0
20170228628,90300,90300,0
20170228629,105350,105350,0
20170228630,63800,63800,0
20170228631,345200,345200,0
20170228632,14300,14300,0
20170228633,145000,145000,0
20170228634,66400,66400,0
20170228635,228000,228000,0
20170228636,235000,235000,0
20170228637,49500,49500,0
20170228638,26000,26000,0
20170228639,205400,205400,0
20170228640,2440,2440,0
20170228641,263000,263000,0
20170228642,67000,67000,0
20170228643,10000,10000,0
20170228644,145500,145500,0
20170228645,90000,90000,0
20170228646,32800,32800,0
20170228647,123770,123770,0
20170228648,144600,144600,0
20170228649,52900,52900,0
20170228650,875725,875725,0
20170228651,234130,234130,0
20170228652,7418090,7418090,0
20170228653,6241920,6241920,0
20170228654,6890010,6890010,0
20170228655,2640000,2640000,0
20170228656,604940,604940,0
20170228657,1786540,1786540,0
20170228658,1463930,1463930,0
20170228659,132000,132000,0
20170228660,47520,47520,0
20170228661,152060,152060,0
20170228662,37740,37740,0
20170228663,68800,68800,0
20170228664,39700,39700,0
20170228665,37000,37000,0
20170228666,107100,107100,0
20170228667,350000,350000,0
20170228668,6392000,6392000,0
20170228669,5806051,5806051,0
20170228670,15000,15000,0
20170228671,125000,125000,0
20170228672,15000,15000,0
20170228673,4104000,4104000,0
20170228674,4180000,4180000,0
20170228675,110060,110060,0
20170228676,49800,49800,0
20170228677,3000,3000,0
20170228678,52700,52700,0
20170228679,688950,688950,0
20170228680,113000,113000,0
20170228681,1402900,1402900,0
20170228682,142000,142000,0
20170228683,145000,145000,0
20170228684,114000,114000,0
20170228685,18360,18360,0
20170228686,204307,204307,0
20170228687,56800,56800,0
20170228688,122400,122400,0
20170228689,321700,321700,0
20170228690,58680,58680,0
20170228691,392100,392100,0
20170228692,256350,256350,0
20170228693,89000,89000,0
20170228694,385000,385000,0
20170228695,2200000,2200000,0
20170228696,2200000,2200000,0
20170228697,605000,605000,0
20170228698,222800,222800,0
20170228699,270110,270110,0
20170228700,245800,245800,0
20170228701,287420,287420,0
20170228702,49300,49300,0
20170228703,38600,38600,0
20170228704,274000,274000,0
20170228705,164820,164820,0
20170228706,154000,154000,0
20170228707,337000,337000,0
20170228708,6600,6600,0
20170228709,166000,166000,0
20170228710,208070,208070,0
20170228711,9000,9000,0
20170228712,292235,292235,0
20170228713,255600,255600,0
20170228714,70000,70000,0
20170228715,115250,115250,0
20170228716,1430000,1430000,0
20170228717,42000,42000,0
20170228718,78000,78000,0
20170228719,24000,24000,0
20170228720,39000,39000,0
20170228721,66700,66700,0
20170228722,41850,41850,0
20170228723,125300,125300,0
20170228724,82430,82430,0
20170228725,1016400,1016400,0
20170228726,1652970,1652970,0
20170228727,35969,35969,0
20170228728,176120,176120,0
20170228729,168861,168861,0
20170228730,23000,23000,0
20170228732,388800,388800,0
20170228733,330000,330000,0
20170228734,6326600,6326600,0
20170228735,279480,279480,0
20170228736,436870,436870,0
20170228737,32800,32800,0
20170228738,620400,620400,0
20170228739,5500000,5500000,0
20170228740,6326600,6326600,0
20170228741,279480,279480,0
20170228742,436870,436870,0
20170228743,32800,32800,0
20170228744,620400,620400,0
20170228745,1500000,1500000,0
20170228746,223300,223300,0
20170228747,400000,400000,0
20170228748,6000000,6000000,0
20170228749,278570,278570,0
20170228750,709430,709430,0
20170228751,2696520,2696520,0
20170228752,300000,300000,0
20170228753,5500000,5500000,0
20170228754,654680,654680,0
20170228755,24750000,24750000,0
20170228756,270000,270000,0
20170228758,2640000,2640000,0
20170228759,198485,198485,0
20170228760,9143603,9143603,0
20170228761,52800,52800,0
20170228762,27110,27110,0
20170228764,41563949,41563949,0
20170228765,41132119,41132119,0
20170228766,26645501,26645501,0
20170228767,16299273,16299273,0
20170228768,1221000,1221000,0
20170228769,165000,165000,0
20170228770,682000,682000,0
20170228771,394440,394440,0
20170228772,394440,394440,0
20170228773,394440,394440,0
20170228774,788880,788880,0
20170228775,394440,394440,0
20170228776,788880,788880,0
20170228777,2738880,2738880,0
20170228778,6926926,6926926,0
20170228779,10475100,10475100,0
20170228780,137500,137500,0
20170228781,50000000,50000000,0
20170228783,654680,654680,0
20170228784,152060,152060,0
20170228785,248060,248060,0
20170228786,152060,152060,0
20170228787,152060,152060,0
20170228788,87120,87120,0
20170228789,81310,81310,0
20170228790,58080,58080,0
20170228791,152060,152060,0
20170228792,132000,132000,0
20170228793,47520,47520,0
20170228794,152060,152060,0
20170228795,1136842,1136842,0
20170228796,9070,9070,0
20170228797,52800,52800,0
20170228798,19000,19000,0
20170228800,6000,6000,0
20170228801,6000,6000,0
20170228802,358000,358000,0
20170228803,541300,541300,0
20170228804,983930,983930,0
20170228806,12200,12200,0
20170228807,115000,115000,0
20170228808,107000,107000,0
20170228809,26500,26500,0
20170228810,129800,129800,0
20170228812,17400,17400,0
20170228813,356400,356400,0
20170228814,20000,20000,0
20170228815,106000,106000,0
20170228816,84800,84800,0
20170228817,85300,85300,0
20170228818,100000,100000,0
20170228819,100000,100000,0
20170228820,315156,315156,0
20170228821,10890,10890,0
20170228822,120000,120000,0
20170228824,3741099,3741099,0
20170228825,1425600,1425600,0
20170228826,28020300,28020300,0
20170228827,435809,435809,0
20170228828,4942000,4942000,0
20170228829,1707957,1707957,0
20170228830,45974976,45974976,0
20170228831,6600,6600,0
20170228832,12400,12400,0
20170228833,66000,66000,0
20170228834,82952,82952,0
20170228835,42850,42850,0
20170228836,31772,31772,0
20170228837,21808,21808,0
20170228838,62784,62784,0
20170228839,56870,56870,0
20170228840,143000,143000,0
20170228841,286000,286000,0
20170228842,247800,247800,0
20170228843,268220,268220,0
20170228844,7320,7320,0
20170228845,197500,197500,0
20170228846,319000,319000,0
20170228847,320000,320000,0
20170228848,5500,5500,0
20170228850,148500,148500,0
20170228851,66000,66000,0
20170228853,66000,66000,0
20170228854,8200,8200,0
20170228855,66000,66000,0
20170228856,25700,25700,0
20170228857,66000,66000,0
20170228858,92300,92300,0
20170228859,66000,66000,0
20170228860,184000,184000,0
20170228861,66000,66000,0
20170228862,66000,66000,0
20170228863,66000,66000,0
20170228864,66000,66000,0
20170228865,66000,66000,0
20170228866,66000,66000,0
20170228867,66000,66000,0
20170228868,66000,66000,0
20170228869,66000,66000,0
20170228870,66000,66000,0
20170228871,66000,66000,0
20170228872,66000,66000,0
20170228873,168783,168783,0
20170228874,1100000,1100000,0
20170228875,394440,394440,0
20170228877,12790440,12790440,0
20170228879,-11000000,-11000000,0
20170228880,225500,225500,0
20170228881,55000,55000,0
20170228882,55000,55000,0
20170228883,110000,110000,0
20170228884,94800,94800,0
20170228885,1540000,1540000,0
20170228886,1308900,1308900,0
20170228888,456153,456153,0
20170228889,155991,155991,0
20170228890,219000,219000,0
20170228891,8100000,8100000,0
20170228892,700000,700000,0
20170228894,1210000,1210000,0
20170228895,1200000,1200000,0
20170228896,2285170,2285170,0
20170228897,17896190,17896190,0
20170228898,2335430,2335430,0
20170228899,50000,50000,0
20170228900,62000,62000,0
20170228901,170000,170000,0
20170228902,35200,35200,0
20170228903,257840,257840,0
20170228904,5445,5445,0
20170228905,1815,1815,0
20170228906,154000,154000,0
20170228907,656000,656000,0
20170228908,386000,386000,0
20170228909,1164971,1164971,0
20170228910,34451,34451,0
20170228911,-1945900,-1945900,0
20170228912,788400,788400,0
20170228913,-2839710,-2839710,0
20170228914,2734940,2734940,0
20170228915,1209610,1209610,0
20170228916,49500,49500,0
20170228917,60100,60100,0
20170228918,30770,30770,0
20170228919,9900,9900,0
20170228920,2560,2560,0
20170228921,383000,383000,0
20170228922,148150,148150,0
20170228923,440000,440000,0
20170228924,28600,28600,0
20170228925,1450000,1450000,0
20170228926,17184000,17184000,0
20170228927,5500,5500,0
20170228928,56000,56000,0
20170228929,1152460,1152460,0
20170228930,47000,47000,0
20170228931,2680,2680,0
20170228932,80980,80980,0
20170228933,6940,6940,0
20170228934,56100,56100,0
20170228935,34900,34900,0
20170228936,3600,3600,0
20170228937,14400,14400,0
20170228938,4000,4000,0
20170228939,85320,85320,0
20170228941,818400,818400,0
20170228942,792000,792000,0
20170228943,16000,16000,0
20170228944,100400,100400,0
20170228945,220000,220000,0
20170228947,110000,110000,0
20170228948,2099097,2099097,0
20170228949,27404606,27404606,0
20170228950,2200000,2200000,0
20170228951,13300,13300,0
20170228953,2733500,2733500,0
20170228954,299200,299200,0
20170228955,811800,811800,0
20170228956,4207500,4207500,0
20170228957,734470,734470,0
20170228958,1306800,1306800,0
20170228959,77620,77620,0
20170228961,543000,543000,0
20170228962,276000,276000,0
