JENO,DR_sum,CR_sum,Differ
20170921656,121000,121000,0
20170921657,143000,143000,0
20170921658,99000,99000,0
20170921659,55000,55000,0
20170921660,44000,44000,0
20170921661,110000,110000,0
20170921662,99000,99000,0
20170921663,99000,99000,0
20170921664,77000,77000,0
20170921665,121000,121000,0
20170921666,110000,110000,0
20170921667,55000,55000,0
20170921668,187000,187000,0
20170921669,77000,77000,0
20170921670,77000,77000,0
20170921671,242000,242000,0
20170921672,55000,55000,0
20170921673,77000,77000,0
20170921674,66000,66000,0
20170921675,55000,55000,0
20170921676,77000,77000,0
20170921677,121000,121000,0
20170921678,99000,99000,0
20170921679,121000,121000,0
20170921680,77000,77000,0
20170921681,132000,132000,0
20170921682,77000,77000,0
20170921683,77000,77000,0
20170921684,55000,55000,0
20170921685,110000,110000,0
20170921686,231000,231000,0
20170921687,55000,55000,0
20170921688,77000,77000,0
20170921689,77000,77000,0
20170921690,77000,77000,0
20170921691,66000,66000,0
20170921692,77000,77000,0
20170921693,121000,121000,0
20170921694,77000,77000,0
20170921695,99000,99000,0
20170921696,231000,231000,0
20170921697,55000,55000,0
20170921698,150000,150000,0
20170921699,77000,77000,0
20170921700,66000,66000,0
20170921701,77000,77000,0
20170921702,231000,231000,0
20170921703,55000,55000,0
20170921704,77000,77000,0
20170921705,77000,77000,0
20170921706,88000,88000,0
20170921707,77000,77000,0
20170921708,77000,77000,0
20170921709,66000,66000,0
20170921710,55000,55000,0
20170921711,66000,66000,0
20170921712,99000,99000,0
20170921713,77000,77000,0
20170921714,77000,77000,0
20170921715,77000,77000,0
20170921716,99000,99000,0
20170921717,99000,99000,0
20170921718,55000,55000,0
20170921719,77000,77000,0
20170921720,121000,121000,0
20170921721,77000,77000,0
20170921722,77000,77000,0
20170921723,77000,77000,0
20170921724,121000,121000,0
20170921725,253000,253000,0
20170921726,99000,99000,0
20170921727,128700,128700,0
20170921728,110000,110000,0
20170921729,275000,275000,0
20170921730,165000,165000,0
20170921731,77000,77000,0
20170921732,77000,77000,0
20170921733,77000,77000,0
20170921734,232000,232000,0
20170921735,99000,99000,0
20170921736,77000,77000,0
20170921737,99000,99000,0
20170921738,121000,121000,0
20170921739,132000,132000,0
20170921740,55000,55000,0
20170921741,99000,99000,0
20170921742,44000,44000,0
20170921743,77000,77000,0
20170921744,150000,150000,0
20170921745,77000,77000,0
20170921746,77000,77000,0
20170921747,99000,99000,0
20170921748,77000,77000,0
20170921749,77000,77000,0
20170921750,99000,99000,0
20170921751,121000,121000,0
20170921752,77000,77000,0
20170921753,88000,88000,0
20170921754,220000,220000,0
20170921755,99000,99000,0
20170921756,180000,180000,0
20170921757,209000,209000,0
20170921758,99000,99000,0
20170921759,77000,77000,0
20170921760,55000,55000,0
20170921761,55000,55000,0
20170921762,77000,77000,0
20170921763,99000,99000,0
20170921764,143000,143000,0
20170921765,99000,99000,0
20170921766,77000,77000,0
20170921767,121000,121000,0
20170921768,77000,77000,0
20170921769,121000,121000,0
20170921770,110000,110000,0
20170921771,154000,154000,0
20170921772,77000,77000,0
20170921773,77000,77000,0
20170921774,66000,66000,0
20170921775,77000,77000,0
20170921776,140000,140000,0
20170921777,77000,77000,0
20170921778,154000,154000,0
20170921779,77000,77000,0
20170921780,77000,77000,0
20170921781,88000,88000,0
20170921782,66000,66000,0
20170921783,121000,121000,0
20170921784,99000,99000,0
20170921785,440000,440000,0
20170921786,77000,77000,0
20170921787,88000,88000,0
20170921788,99000,99000,0
20170921789,77000,77000,0
20170921790,450000,450000,0
20170921791,88000,88000,0
20170921792,77000,77000,0
20170921793,77000,77000,0
20170921794,130000,130000,0
20170921795,77000,77000,0
20170921796,77000,77000,0
20170921797,99000,99000,0
20170921798,286000,286000,0
20170921799,99000,99000,0
20170921800,77000,77000,0
20170921801,77000,77000,0
20170921802,77000,77000,0
20170921803,77000,77000,0
20170921804,77000,77000,0
20170921805,250000,250000,0
20170921806,121000,121000,0
20170921807,77000,77000,0
20170921808,176000,176000,0
20170921809,99000,99000,0
20170921810,500000,500000,0
20170921811,55000,55000,0
20170921812,176000,176000,0
20170921813,77000,77000,0
20170921814,132000,132000,0
20170921815,99000,99000,0
20170921816,77000,77000,0
20170921817,66000,66000,0
20170921818,99000,99000,0
20170921819,99000,99000,0
20170921820,100000,100000,0
20170921821,55000,55000,0
20170921822,176000,176000,0
20170921823,132000,132000,0
20170921824,154000,154000,0
20170921825,77000,77000,0
20170921826,132000,132000,0
20170921827,110000,110000,0
20170921828,77000,77000,0
20170921829,99000,99000,0
20170921830,99000,99000,0
20170921831,66000,66000,0
20170921832,77000,77000,0
20170921833,440000,440000,0
20170921834,77000,77000,0
20170921835,77000,77000,0
20170921836,99000,99000,0
20170921837,165000,165000,0
20170921838,100000,100000,0
20170921839,77000,77000,0
20170921840,150000,150000,0
20170921841,99000,99000,0
20170921842,99000,99000,0
20170921843,77000,77000,0
20170921844,77000,77000,0
20170921845,99000,99000,0
20170921846,77000,77000,0
20170921847,99000,99000,0
20170921848,143000,143000,0
20170921849,143000,143000,0
20170921850,77000,77000,0
20170921851,500000,500000,0
20170921852,77000,77000,0
20170921853,132000,132000,0
20170921854,65000,65000,0
20170921855,121000,121000,0
20170921856,77000,77000,0
20170921857,70000,70000,0
20170921858,88000,88000,0
20170921859,77000,77000,0
20170921860,198000,198000,0
20170921861,88000,88000,0
20170921862,363000,363000,0
20170921863,77000,77000,0
20170921864,77000,77000,0
20170921865,55000,55000,0
20170921866,55000,55000,0
20170921867,55000,55000,0
20170921868,55000,55000,0
20170921869,77000,77000,0
20170921870,77000,77000,0
20170921871,77000,77000,0
20170921872,55000,55000,0
20170921873,77000,77000,0
20170921874,77000,77000,0
20170921875,330000,330000,0
20170921876,55000,55000,0
20170921877,55000,55000,0
20170921878,55000,55000,0
20170921879,77000,77000,0
20170921880,55000,55000,0
20170921881,77000,77000,0
20170921882,44000,44000,0
20170921883,99000,99000,0
20170921884,110000,110000,0
20170921885,66000,66000,0
20170921886,120000,120000,0
20170921887,65000,65000,0
20170921888,55000,55000,0
20170921889,121000,121000,0
20170921890,88000,88000,0
20170921891,66000,66000,0
20170921892,55000,55000,0
20170921893,77000,77000,0
20170921894,110000,110000,0
20170921895,55000,55000,0
20170921896,55000,55000,0
20170921897,99000,99000,0
20170921898,77000,77000,0
20170921899,55000,55000,0
20170921900,88000,88000,0
20170921901,66000,66000,0
20170921902,99000,99000,0
20170921903,132000,132000,0
20170921904,110000,110000,0
20170921905,143000,143000,0
20170921906,66000,66000,0
20170921907,99000,99000,0
20170921908,55000,55000,0
20170921909,66000,66000,0
20170921910,310000,310000,0
20170921911,297000,297000,0
20170921912,99000,99000,0
20170921913,99000,99000,0
20170921914,77000,77000,0
20170921915,708000,708000,0
20170921916,308000,308000,0
20170921917,110000,110000,0
20170921918,198000,198000,0
20170921919,143000,143000,0
20170921920,99000,99000,0
20170921921,121000,121000,0
20170921922,77000,77000,0
20170921923,110000,110000,0
20170921924,55000,55000,0
20170921925,77000,77000,0
20170921926,77000,77000,0
20170921927,77000,77000,0
20170921928,99000,99000,0
20170921929,418000,418000,0
20170921930,77000,77000,0
20170921931,143000,143000,0
20170921932,66000,66000,0
20170921933,55000,55000,0
20170921934,65000,65000,0
20170921935,77000,77000,0
20170921936,55000,55000,0
20170921937,66000,66000,0
20170921938,33000,33000,0
20170921939,154000,154000,0
20170921940,55000,55000,0
20170921941,187000,187000,0
20170921942,55000,55000,0
20170921943,99000,99000,0
20170921944,99000,99000,0
20170921945,55000,55000,0
20170921946,99000,99000,0
20170921947,77000,77000,0
20170921948,77000,77000,0
20170921949,88000,88000,0
20170921950,100000,100000,0
20170921951,99000,99000,0
20170921952,200000,200000,0
20170921953,77000,77000,0
20170921954,55000,55000,0
20170921955,55000,55000,0
20170921956,66000,66000,0
20170921957,55000,55000,0
20170921958,77000,77000,0
20170921959,77000,77000,0
20170921960,121000,121000,0
20170921961,66000,66000,0
20170921962,110000,110000,0
20170921963,99000,99000,0
20170921964,77000,77000,0
20170921965,99000,99000,0
20170921966,242000,242000,0
20170921967,77000,77000,0
20170921968,55000,55000,0
20170921969,77000,77000,0
20170921970,77000,77000,0
20170921971,110000,110000,0
20170921972,60500,60500,0
20170921973,60500,60500,0
20170921974,55000,55000,0
20170921975,77000,77000,0
20170921976,55000,55000,0
20170921977,55000,55000,0
20170921978,77000,77000,0
20170921979,77000,77000,0
20170921980,66000,66000,0
20170921981,55000,55000,0
20170921982,55000,55000,0
20170921983,165000,165000,0
20170921984,55000,55000,0
20170921985,55000,55000,0
20170921986,66000,66000,0
20170921987,77000,77000,0
20170921988,66000,66000,0
20170921989,99000,99000,0
20170921990,77000,77000,0
20170921991,77000,77000,0
20170921992,44000,44000,0
20170921993,110000,110000,0
20170921994,99000,99000,0
20170921995,121000,121000,0
20170921996,77000,77000,0
20170921997,99000,99000,0
20170921998,77000,77000,0
20170921999,275000,275000,0
20170925100,6600,6600,0
20170925101,6600,6600,0
20170925102,6600,6600,0
20170925103,6600,6600,0
20170925104,6600,6600,0
20170925105,6600,6600,0
20170925106,220000,220000,0
20170925107,6600,6600,0
20170925108,6600,6600,0
20170925109,6600,6600,0
20170925110,6600,6600,0
20170925111,6600,6600,0
20170925112,6600,6600,0
20170925113,6600,6600,0
20170925114,6600,6600,0
20170925115,6600,6600,0
20170925116,6600,6600,0
20170925117,6600,6600,0
20170925118,6600,6600,0
20170925119,6600,6600,0
20170925120,6600,6600,0
20170925121,6600,6600,0
20170925122,6600,6600,0
20170925123,6600,6600,0
20170925125,6600,6600,0
20170925126,6600,6600,0
20170925127,6600,6600,0
20170925128,6600,6600,0
20170925129,6600,6600,0
20170925130,6600,6600,0
20170925131,6600,6600,0
20170925132,6600,6600,0
20170925133,6600,6600,0
20170925134,6600,6600,0
20170925135,6600,6600,0
20170925136,6600,6600,0
20170925137,6600,6600,0
20170925138,6600,6600,0
20170925139,6600,6600,0
20170925140,6600,6600,0
20170925141,6600,6600,0
20170925142,6600,6600,0
20170925143,6600,6600,0
20170925144,6600,6600,0
20170925145,6600,6600,0
20170925146,6600,6600,0
20170925147,6600,6600,0
20170925148,6600,6600,0
20170925149,6600,6600,0
20170925150,6600,6600,0
20170925151,6600,6600,0
20170925152,6600,6600,0
20170925153,6600,6600,0
20170925154,6600,6600,0
20170925155,6600,6600,0
20170925156,394440,394440,0
20170925157,3818840,3818840,0
20170925158,995500,995500,0
20170925159,2586500,2586500,0
20170925161,139360,139360,0
20170925162,60000,60000,0
20170925163,1009040,1009040,0
20170925164,483200,483200,0
20170925165,90200,90200,0
20170925166,609100,609100,0
20170925167,814970,814970,0
20170925168,15198228,15198228,0
20170925169,20000,20000,0
20170925170,30000,30000,0
20170925171,66000,66000,0
20170925172,66000,66000,0
20170925173,140000,140000,0
20170925174,5000000,5000000,0
20170925175,930600,930600,0
20170925176,4432880,4432880,0
20170925177,4518010,4518010,0
20170925178,220000,220000,0
20170925179,120000,120000,0
20170925180,88000,88000,0
20170925181,165000,165000,0
20170925182,77000,77000,0
20170925183,165000,165000,0
20170925184,110000,110000,0
20170925185,220000,220000,0
20170925186,165000,165000,0
20170925187,55000,55000,0
20170925188,220000,220000,0
20170925189,88000,88000,0
20170925190,44000,44000,0
20170925191,165000,165000,0
20170925192,165000,165000,0
20170925193,99000,99000,0
20170925194,55000,55000,0
20170925195,165000,165000,0
20170925196,110000,110000,0
20170925197,110000,110000,0
20170925198,165000,165000,0
20170925199,110000,110000,0
20170925200,55000,55000,0
20170925201,33000,33000,0
20170925202,66000,66000,0
20170925203,88000,88000,0
20170925204,55000,55000,0
20170925205,86000,86000,0
20170925206,110000,110000,0
20170925207,55000,55000,0
20170925208,55000,55000,0
20170925209,88000,88000,0
20170925210,77000,77000,0
20170925211,66000,66000,0
20170925212,165000,165000,0
20170925213,110000,110000,0
20170925214,110000,110000,0
20170925215,55000,55000,0
20170925216,66000,66000,0
20170925217,55000,55000,0
20170925218,110000,110000,0
20170925219,77000,77000,0
20170925220,100000,100000,0
20170925221,33000,33000,0
20170925222,110000,110000,0
20170925223,55000,55000,0
20170925224,198000,198000,0
20170925225,220000,220000,0
20170925226,44000,44000,0
20170925227,230000,230000,0
20170925228,55000,55000,0
20170925229,88000,88000,0
20170925230,132000,132000,0
20170925231,132000,132000,0
20170925232,6600,6600,0
20170925233,110000,110000,0
20170925234,200000,200000,0
20170925235,66000,66000,0
20170925236,165000,165000,0
20170925237,77000,77000,0
20170925238,77000,77000,0
20170925239,99000,99000,0
20170925240,220000,220000,0
20170925241,44000,44000,0
20170925242,20000,20000,0
20170925243,120000,120000,0
20170925244,619283,619283,0
20170925245,1945340,1945340,0
20170925246,191220,191220,0
20170925247,19700,19700,0
20170925248,19700,19700,0
20170925249,16500,16500,0
20170925250,19700,19700,0
20170925251,16500,16500,0
20170925252,16500,16500,0
20170925253,19700,19700,0
20170925254,16500,16500,0
20170925255,19700,19700,0
20170925256,120000,120000,0
20170925257,77000,77000,0
20170925258,110000,110000,0
20170925259,44000,44000,0
20170925260,143000,143000,0
20170925261,110000,110000,0
20170925262,44000,44000,0
20170925263,110000,110000,0
20170925264,210000,210000,0
20170925265,66000,66000,0
20170925266,50000,50000,0
20170925267,55000,55000,0
20170925268,99000,99000,0
20170925269,66000,66000,0
20170925270,99000,99000,0
20170925271,55000,55000,0
20170925272,55000,55000,0
20170925273,55000,55000,0
20170925274,55000,55000,0
20170925275,40000,40000,0
20170925276,77000,77000,0
20170925277,55000,55000,0
20170925278,55000,55000,0
20170925279,77000,77000,0
20170925280,90000,90000,0
20170925281,55000,55000,0
20170925282,107000,107000,0
20170925283,132000,132000,0
20170925284,44000,44000,0
20170925285,99000,99000,0
20170925286,66000,66000,0
20170925287,66000,66000,0
20170925288,55000,55000,0
20170925289,88000,88000,0
20170925290,77000,77000,0
20170925291,55000,55000,0
20170925292,44000,44000,0
20170925293,44000,44000,0
20170925294,66000,66000,0
20170925295,55000,55000,0
20170925296,33000,33000,0
20170925297,132000,132000,0
20170925298,77000,77000,0
20170925299,220000,220000,0
20170925300,66000,66000,0
20170925301,88000,88000,0
20170925302,44000,44000,0
20170925303,44000,44000,0
20170925304,66000,66000,0
20170925305,44000,44000,0
20170925306,55000,55000,0
20170925307,44000,44000,0
20170925308,44000,44000,0
20170925309,33000,33000,0
20170925310,44000,44000,0
20170925311,200000,200000,0
20170925312,275000,275000,0
20170925313,44000,44000,0
20170925314,52800,52800,0
20170925315,55000,55000,0
20170925316,44000,44000,0
20170925317,110000,110000,0
20170925318,55000,55000,0
20170925319,330000,330000,0
20170925320,88000,88000,0
20170925321,44000,44000,0
20170925322,33000,33000,0
20170925323,154000,154000,0
20170925324,22000,22000,0
20170925325,66000,66000,0
20170925326,22000,22000,0
20170925327,44000,44000,0
20170925328,44000,44000,0
20170925329,110000,110000,0
20170925330,44000,44000,0
20170925331,99000,99000,0
20170925332,44000,44000,0
20170925333,66000,66000,0
20170925334,70000,70000,0
20170925335,44000,44000,0
20170925336,77000,77000,0
20170925337,44000,44000,0
20170925338,88000,88000,0
20170925339,44000,44000,0
20170925340,20000,20000,0
20170925341,100000,100000,0
20170925342,88000,88000,0
20170925343,44000,44000,0
20170925344,66000,66000,0
20170925345,44000,44000,0
20170925346,132000,132000,0
20170925347,44000,44000,0
20170925348,180000,180000,0
20170925349,110000,110000,0
20170925350,66000,66000,0
20170925351,99000,99000,0
20170925352,33000,33000,0
20170925353,22000,22000,0
20170925354,44000,44000,0
20170925355,44000,44000,0
20170925356,50000,50000,0
20170925357,66000,66000,0
20170925358,132000,132000,0
20170925359,44000,44000,0
20170925360,88000,88000,0
20170925361,110000,110000,0
20170925362,33000,33000,0
20170925363,66000,66000,0
20170925364,66000,66000,0
20170925365,44000,44000,0
20170925366,44000,44000,0
20170925367,110000,110000,0
20170925368,66000,66000,0
20170925369,44000,44000,0
20170925370,44000,44000,0
20170925371,11000,11000,0
20170925372,77000,77000,0
20170925373,88000,88000,0
20170925374,88000,88000,0
20170925375,33000,33000,0
20170925376,33000,33000,0
20170925377,110000,110000,0
20170925378,44000,44000,0
20170925379,66000,66000,0
20170925380,33000,33000,0
20170925381,55000,55000,0
20170925382,120000,120000,0
20170925383,66000,66000,0
20170925384,66000,66000,0
20170925385,55000,55000,0
20170925386,33000,33000,0
20170925387,154000,154000,0
20170925388,44000,44000,0
20170925389,88000,88000,0
20170925390,44000,44000,0
20170925391,33000,33000,0
20170925392,44000,44000,0
20170925393,44000,44000,0
20170925394,22000,22000,0
20170925395,44000,44000,0
20170925396,44000,44000,0
20170925397,66000,66000,0
20170925398,44000,44000,0
20170925399,88000,88000,0
20170925400,88000,88000,0
20170925401,88000,88000,0
20170925402,22000,22000,0
20170925403,77000,77000,0
20170925404,66000,66000,0
20170925405,99000,99000,0
20170925406,66000,66000,0
20170925407,77000,77000,0
20170925408,33000,33000,0
20170925409,66000,66000,0
20170925410,33000,33000,0
20170925411,44000,44000,0
20170925412,33000,33000,0
20170925413,66000,66000,0
20170925414,44000,44000,0
20170925415,44000,44000,0
20170925416,33000,33000,0
20170925417,132000,132000,0
20170925418,44000,44000,0
20170925419,22000,22000,0
20170925420,44000,44000,0
20170925421,44000,44000,0
20170925422,44000,44000,0
20170925423,44000,44000,0
20170925424,220000,220000,0
20170925425,44000,44000,0
20170925426,44000,44000,0
20170925427,44000,44000,0
20170925428,44000,44000,0
20170925429,25000,25000,0
20170925430,33000,33000,0
20170925431,44000,44000,0
20170925432,44000,44000,0
20170925433,44000,44000,0
20170925434,44000,44000,0
20170925435,44000,44000,0
20170925436,44000,44000,0
20170925437,44000,44000,0
20170925438,44000,44000,0
20170925439,44000,44000,0
20170925440,44000,44000,0
20170925441,66000,66000,0
20170925442,22000,22000,0
20170925443,27500,27500,0
20170925444,11000,11000,0
20170925445,55000,55000,0
20170925446,44000,44000,0
20170925447,33000,33000,0
20170925448,44000,44000,0
20170925449,33000,33000,0
20170925450,33000,33000,0
20170925451,44000,44000,0
20170925452,33000,33000,0
20170925453,44000,44000,0
20170925454,33000,33000,0
20170925455,99000,99000,0
20170925456,44000,44000,0
20170925457,44000,44000,0
20170925458,66000,66000,0
20170925459,44000,44000,0
20170925460,55000,55000,0
20170925461,66000,66000,0
20170925462,66000,66000,0
20170925463,22000,22000,0
20170925464,55000,55000,0
20170925465,70000,70000,0
20170925466,33000,33000,0
20170925467,55000,55000,0
20170925468,55000,55000,0
20170925469,30000,30000,0
20170925470,33000,33000,0
20170925471,66000,66000,0
20170925472,33000,33000,0
20170925473,44000,44000,0
20170925474,44000,44000,0
20170925475,30000,30000,0
20170925476,30000,30000,0
20170925477,44000,44000,0
20170925478,44000,44000,0
20170925479,132000,132000,0
20170925480,66000,66000,0
20170925481,27500,27500,0
20170925482,44000,44000,0
20170925483,13200,13200,0
20170925484,55000,55000,0
20170925485,44000,44000,0
20170925486,44000,44000,0
20170925487,66000,66000,0
20170925488,44000,44000,0
20170925489,44000,44000,0
20170925490,33000,33000,0
20170925491,132000,132000,0
20170925492,11000,11000,0
20170925493,33000,33000,0
20170925494,66000,66000,0
20170925495,121000,121000,0
20170925496,66000,66000,0
20170925497,44000,44000,0
20170925498,77000,77000,0
20170925499,150000,150000,0
20170925500,77000,77000,0
20170925501,150000,150000,0
20170925502,44000,44000,0
20170925503,220000,220000,0
20170925504,77000,77000,0
20170925505,220000,220000,0
20170925506,110000,110000,0
20170925507,99000,99000,0
20170925508,44000,44000,0
20170925509,66000,66000,0
20170925510,44000,44000,0
20170925511,77000,77000,0
20170925512,220000,220000,0
20170925513,44000,44000,0
20170925514,66000,66000,0
20170925515,88000,88000,0
20170925516,132000,132000,0
20170925517,33000,33000,0
20170925518,66000,66000,0
20170925519,88000,88000,0
20170925520,66000,66000,0
20170925521,220000,220000,0
20170925522,99000,99000,0
20170925523,88000,88000,0
20170925524,44000,44000,0
20170925525,143000,143000,0
20170925526,132000,132000,0
20170925527,99000,99000,0
20170925528,242000,242000,0
20170925529,33000,33000,0
20170925530,88000,88000,0
20170925531,55000,55000,0
20170925532,44000,44000,0
20170925533,55000,55000,0
20170925534,66000,66000,0
20170925535,66000,66000,0
20170925536,66000,66000,0
20170925537,33000,33000,0
20170925538,165000,165000,0
20170925539,99000,99000,0
20170925540,44000,44000,0
20170925541,88000,88000,0
20170925542,55000,55000,0
20170925543,66000,66000,0
20170925544,99000,99000,0
20170925545,22000,22000,0
20170925546,66000,66000,0
20170925547,110000,110000,0
20170925548,44000,44000,0
20170925549,44000,44000,0
20170925550,66000,66000,0
20170925551,176000,176000,0
20170925552,55000,55000,0
20170925553,88000,88000,0
20170925554,110000,110000,0
20170925555,77000,77000,0
20170925556,88000,88000,0
20170925557,66000,66000,0
20170925558,66000,66000,0
20170925559,44000,44000,0
20170925560,44000,44000,0
20170925561,55000,55000,0
20170925562,88000,88000,0
20170925563,33000,33000,0
20170925564,55000,55000,0
20170925565,70000,70000,0
20170925566,99000,99000,0
20170925567,44000,44000,0
20170925568,165000,165000,0
20170925569,44000,44000,0
20170925571,2296420,2296420,0
20170925572,789000,789000,0
20170925573,57000,57000,0
20170925574,80484,80484,0
20170925576,4877600,4877600,0
20170925577,6093200,6093200,0
20170925579,3663000,3663000,0
20170925580,1594760,1594760,0
20170925581,742800,742800,0
20170925582,66000,66000,0
20170925583,66000,66000,0
20170925584,66000,66000,0
20170925585,154000,154000,0
20170925586,66000,66000,0
20170925587,66000,66000,0
20170925588,66000,66000,0
20170925589,66000,66000,0
20170925590,66000,66000,0
20170925591,88000,88000,0
20170925592,66000,66000,0
20170925593,66000,66000,0
20170925594,364500,364500,0
20170925595,583000,583000,0
20170925596,1085200,1085200,0
20170925597,2189410,2189410,0
20170925598,112000,112000,0
20170925599,2625830,2625830,0
20170925600,330753,330753,0
20170925601,584900,584900,0
20170925602,348875,348875,0
20170925603,476000,476000,0
20170925604,1210000,1210000,0
20170925605,2332000,2332000,0
20170925606,1652970,1652970,0
20170925607,110720,110720,0
20170925608,90200,90200,0
20170925609,426300000,426300000,0
20170925610,7293159,7293159,0
20170925611,60500,60500,0
20170925612,55000,55000,0
20170925614,1485000,1485000,0
20170925615,5000000,5000000,0
20170925616,9240000,9240000,0
20170925617,220000,220000,0
20170925618,4620000,4620000,0
20170925619,5964200,5964200,0
20170925620,550000,550000,0
20170925621,1100000,1100000,0
20170925622,44000,44000,0
20170925623,449500,449500,0
20170925624,449500,449500,0
20170925625,20000000,20000000,0
20170925626,5092400,5092400,0
20170925627,6035690,6035690,0
20170925628,151880,151880,0
20170925629,68,68,0
20170925630,1346180,1346180,0
20170925631,34675000,34675000,0
20170929100,26400000,26400000,0
20170929101,296500000,296500000,0
20170929102,435977040,435977040,0
20170929103,56045619,56045619,0
20170929104,53443600,53443600,0
20170929105,96250000,96250000,0
20170929106,2695000,2695000,0
20170929107,0,0,0
20170929109,55000,55000,0
20170929114,23520000,23520000,0
20170929115,138000,138000,0
20170929116,3400000,3400000,0
20170929117,10000000,10000000,0
20170929118,17008000,17008000,0
20170929119,57808000,57808000,0
20170929120,2750000,2750000,0
20170929121,2000000,2000000,0
20170929122,1123500,1123500,0
20170929123,829500,829500,0
20170929124,1503250,1503250,0
20170929125,1534750,1534750,0
20170929126,1353480,1353480,0
20170929127,200000,200000,0
20170929128,200000,200000,0
20170929129,850000,850000,0
20170929130,1600000,1600000,0
20170929131,300000,300000,0
20170929132,200000,200000,0
20170929133,681200,681200,0
20170929134,1150000,1150000,0
20170929135,300000,300000,0
20170929136,25600000,25600000,0
20170929137,5000000,5000000,0
20170929138,3000000,3000000,0
20170929139,1136370,1136370,0
20170929140,2500000,2500000,0
20170929141,2600000,2600000,0
20170929142,2300000,2300000,0
20170929143,13457000,13457000,0
20170929144,125400,125400,0
20170929145,605000,605000,0
20170929146,12658080,12658080,0
20170929147,2253405,2253405,0
20170929148,11852746,11852746,0
20170929149,506366575,506366575,0
20170929150,7568000,7568000,0
20170929151,9956760,9956760,0
20170929152,7332000,7332000,0
20170929153,20407652,20407652,0
20170929154,5000,5000,0
20170929156,20757782,20757782,0
20170929157,599265268,599265268,0
20170929158,4095000,4095000,0
20170929159,66000,66000,0
20170929160,53214786,53214786,0
20170929163,12545056,12545056,0
20170929165,68186500,68186500,0
20170929166,33283338,33283338,0
20170929168,1210000,1210000,0
20170929169,47036000,47036000,0
20170929171,1496000,1496000,0
20170929172,715000,715000,0
20170929173,-11000,-11000,0
20170929174,3000000,3000000,0
20170929176,4262000,4262000,0
20170929178,7755000,7755000,0
20170929179,1100000,1100000,0
20170929180,66000,66000,0
20170929181,66000,66000,0
20170929182,66000,66000,0
20170929183,44000,44000,0
20170929184,44000,44000,0
20170929185,66000,66000,0
20170929186,66000,66000,0
20170929187,66000,66000,0
20170929188,66000,66000,0
20170929189,66000,66000,0
20170929190,66000,66000,0
20170929191,66000,66000,0
20170929192,66000,66000,0
20170929193,66000,66000,0
20170929194,66000,66000,0
20170929195,88000,88000,0
20170929196,66000,66000,0
20170929197,66000,66000,0
20170929198,66000,66000,0
20170929199,66000,66000,0
20170929200,66000,66000,0
20170929201,66000,66000,0
20170929202,66000,66000,0
20170929203,66000,66000,0
20170929204,66000,66000,0
20170929205,66000,66000,0
20170929206,66000,66000,0
20170929207,66000,66000,0
20170929208,66000,66000,0
20170929209,66000,66000,0
20170929210,66000,66000,0
20170929211,66000,66000,0
20170929212,66000,66000,0
20170929213,66000,66000,0
20170929214,66000,66000,0
20170929215,66000,66000,0
20170929216,66000,66000,0
20170929217,66000,66000,0
20170929218,66000,66000,0
20170929219,66000,66000,0
20170929220,66000,66000,0
20170929221,66000,66000,0
20170929222,66000,66000,0
20170929223,66000,66000,0
20170929224,66000,66000,0
20170929225,66000,66000,0
20170929226,66000,66000,0
20170929227,5678750,5678750,0
20170929230,4732040,4732040,0
20170929231,29208330,29208330,0
20170929232,1620000,1620000,0
20170929234,56169000,56169000,0
20170929235,10208235,10208235,0
20170929236,522095,522095,0
20170929238,-6600,-6600,0
20170929239,69680600,69680600,0
20170929240,854000,854000,0
20170929241,950000,950000,0
20170929244,224690,224690,0
20170929245,69547610,69547610,0
20170929246,374200,374200,0
20170929247,-5831,-5831,0
20170929248,10000000,10000000,0
20170929249,13999800,13999800,0
20170930100,329300,329300,0
20170930101,111400,111400,0
20170930102,55000,55000,0
20170930103,4400000,4400000,0
20170930104,110000,110000,0
20170930105,56400,56400,0
20170930106,362800,362800,0
20170930107,21000,21000,0
20170930108,7000000,7000000,0
20170930109,1900800,1900800,0
20170930110,0,0,0
20170930111,36500,36500,0
20170930112,5900,5900,0
20170930113,5000,5000,0
20170930114,1155000,1155000,0
20170930115,10000,10000,0
20170930116,394440,394440,0
20170930117,394440,394440,0
20170930118,394440,394440,0
20170930119,2350,2350,0
20170930120,433300,433300,0
20170930121,4400000,4400000,0
20170930122,152295,152295,0
20170930123,124000,124000,0
20170930124,170000,170000,0
20170930125,363533,363533,0
20170930126,517000,517000,0
20170930127,330000,330000,0
20170930128,113400,113400,0
20170930129,171927509,171927509,0
20170930130,88000,88000,0
20170930131,32850,32850,0
20170930132,300000,300000,0
20170930133,220260,220260,0
20170930134,94000,94000,0
20170930135,129000,129000,0
20170930136,134800,134800,0
20170930137,33000,33000,0
20170930138,43100,43100,0
20170930139,124852000,124852000,0
20170930140,19800,19800,0
20170930141,3300,3300,0
20170930142,66000,66000,0
20170930143,6600,6600,0
20170930144,0,0,0
20170930145,2240,2240,0
20170930146,196600,196600,0
20170930147,224950,224950,0
20170930148,2640000,2640000,0
20170930149,60500,60500,0
20170930150,9240000,9240000,0
20170930151,166500,166500,0
20170930152,65700,65700,0
20170930153,55000,55000,0
20170930154,55000,55000,0
20170930155,55000,55000,0
20170930156,55000,55000,0
20170930157,32450,32450,0
20170930158,561000,561000,0
